OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 154,2018-061F,2026-05-20T21:10:34.468032,14.34217925,.00021275,86.3967,68.2206,82.5032,277.6406,0,U,43574,999,40949,.13778038E-4,.58E-6,0
IRIDIUM 163,2018-061G,2026-05-20T12:20:50.547552,14.34217634,.00023766,86.3963,68.2904,86.8881,273.2587,0,U,43575,999,40941,.14081462E-4,.59E-6,0
IRIDIUM 156,2018-061H,2026-05-20T18:26:10.503168,14.34217906,.00023501,86.3965,68.1917,80.3596,279.7865,0,U,43576,999,40944,.18322855E-4,.71E-6,0
IRIDIUM 164,2018-061J,2026-05-20T12:57:23.370048,14.34217853,.00020996,86.3964,68.3271,83.5670,276.5765,0,U,43577,999,40945,.7191099E-4,.221E-5,0
IRIDIUM 159,2018-061K,2026-05-20T12:11:42.508896,14.34217741,.00022798,86.3965,68.2777,87.0240,273.1217,0,U,43578,999,40941,.7986318E-5,.42E-6,0
BEIDOU-3 M5,2018-062A,2026-05-20T04:27:03.406176,1.86228820,.00051887,54.0834,183.2565,287.6308,72.3870,0,U,43581,999,5311,0,.42E-6,0
BEIDOU-3 M6,2018-062B,2026-05-17T08:44:12.235200,1.86227445,.00047385,54.0833,183.3416,15.5717,344.5351,0,U,43582,999,5306,0,.82E-6,0
GAOFEN-11 01,2018-063A,2026-05-20T22:48:30.034368,15.54417622,.00056777,97.1302,207.9205,82.7093,277.4806,0,U,43585,999,43611,.11233564E-3,.7279E-4,0
TELKOM 4 (MERAH PUTIH),2018-064A,2026-05-20T21:35:32.535168,1.00270712,.00011345,0.0135,268.6717,167.4850,234.2741,0,U,43587,999,2860,0,-.35E-5,0
BEIDOU-3 M12,2018-067A,2026-05-17T07:15:29.306592,1.86227757,.00077432,54.1786,182.0879,31.4775,328.6606,0,U,43602,999,5254,0,.84E-6,0
BEIDOU-3 M11,2018-067B,2026-05-20T02:55:55.302240,1.86227273,.0004377,54.1757,181.9561,15.9012,344.1863,0,U,43603,999,5262,0,.44E-6,0
HAIYANG-1C,2018-068A,2026-05-20T23:11:26.351808,14.34168929,.00110376,98.5193,213.6660,169.0206,191.1222,0,U,43609,999,40318,.4540875E-5,-.31E-6,0
TELSTAR 18V,2018-069A,2026-05-20T21:44:01.720608,1.00271738,.00018293,0.0125,291.9400,115.4732,295.1358,0,U,43611,999,2836,0,-.3E-5,0
ICESAT-2,2018-070A,2026-05-20T21:58:42.699936,15.28278336,.00026708,92.0055,283.6173,122.6511,237.4996,0,U,43613,999,42829,.23483906E-3,.6467E-4,0
SSTL S1-4,2018-071A,2026-05-20T22:27:20.674944,14.96184362,.00014437,97.5061,13.6785,78.1045,282.0339,0,U,43618,999,41886,.13968411E-3,.1519E-4,0
NOVASAR 1,2018-071B,2026-05-20T21:39:35.432352,14.96211643,.0001417,97.5095,14.3374,93.0620,267.0765,0,U,43619,999,41885,.1330042E-5,-.39E-6,0
BEIDOU-3 M13,2018-072A,2026-05-20T14:44:20.272992,1.86231134,.00081836,56.6015,63.5700,323.4763,36.4643,0,U,43622,999,5214,0,-.42E-6,0
BEIDOU-3 M14,2018-072B,2026-05-19T22:37:20.448192,1.86231264,.0006633,56.6029,63.5862,348.9245,11.0555,0,U,43623,999,5212,0,-.42E-6,0
AZERSPACE 2 (IS-38),2018-074A,2026-05-20T21:17:34.257120,1.00271659,.00012418,0.0163,318.2331,97.7671,187.0367,0,U,43632,999,2817,0,.13E-5,0
HORIZONS-3E,2018-074B,2026-05-20T21:52:53.371776,1.00271429,.00008388,0.0136,69.4611,213.5534,92.7588,0,U,43633,999,2806,0,-.37E-6,0
CENTISPACE-1 S1,2018-075A,2026-05-20T21:36:28.470528,14.59960845,.00080726,97.8741,166.0328,197.2552,162.8375,0,U,43636,999,40657,.72311962E-4,.303E-5,0
SAOCOM 1A,2018-076A,2026-05-20T23:55:27.454656,14.82150760,.00015265,97.8881,328.1399,83.1802,276.9585,0,U,43641,999,41207,.29109918E-4,.179E-5,0
YAOGAN-32 A,2018-077A,2026-05-20T23:22:49.143360,14.63132703,.00011534,98.1486,169.8447,95.6527,264.4806,0,U,43642,999,40586,.39778792E-4,.157E-5,0
YAOGAN-32 B,2018-077B,2026-05-20T23:22:33.968064,14.63133206,.00046582,98.1489,169.7985,316.2190,43.8642,0,U,43643,999,40585,.46357284E-4,.191E-5,0
BEIDOU-3 M16,2018-078A,2026-05-20T02:21:37.790784,1.86232228,.00078157,54.1165,300.9702,40.0610,319.9715,0,U,43647,999,5163,0,-.57E-6,0
BEIDOU-3 M15,2018-078B,2026-05-20T18:21:02.115648,1.86232191,.00049111,54.1122,300.9473,54.1779,305.8440,0,U,43648,999,5166,0,-.59E-6,0
AEHF-4 (USA 288),2018-079A,2026-05-20T22:28:12.484704,1.00269704,.00621592,1.4279,1.6358,357.3366,149.1494,0,U,43651,999,2802,0,-.281E-5,0
HAIYANG-2B,2018-081A,2026-05-20T23:03:49.186944,13.79306161,.00014437,99.3290,150.1280,42.8707,317.2557,0,U,43655,999,38117,-.70554631E-4,-.116E-5,0
COSMOS 2528,2018-082A,2026-05-20T22:36:15.609312,13.96707349,.00076364,67.1464,143.9775,282.4315,77.5915,0,U,43657,999,38614,.12887492E-4,-.57E-6,0
CFOSAT,2018-083A,2026-05-20T23:20:34.800864,15.16512004,.00014736,97.3611,146.3059,62.7112,297.4272,0,U,43662,999,41831,.11997676E-3,.2273E-4,0
GOSAT 2 (IBUKI 1),2018-084B,2026-05-20T22:09:31.170816,14.84232118,.00015069,97.8770,252.7579,93.0913,267.0473,0,U,43672,999,40951,.61191536E-4,.459E-5,0
KHALIFASAT,2018-084F,2026-05-20T22:25:44.001120,15.01165643,.00066456,98.0726,322.2787,177.1515,182.9747,0,U,43676,999,41168,.75443076E-4,.902E-5,0
TEN-KOH,2018-084G,2026-05-20T02:14:18.102048,15.02790360,.00090161,98.0751,331.2758,207.9254,152.1488,0,U,43677,999,41194,.1015687E-3,.1293E-4,0
DIWATA-2B,2018-084H,2026-05-20T23:02:21.924672,15.00306071,.00116516,98.1112,335.9970,264.2635,95.7258,0,U,43678,999,41213,.18422627E-3,.2246E-4,0
STARS-AO,2018-084J,2026-05-20T13:34:39.693216,15.16708174,.00007012,98.0526,352.8377,233.9777,126.1390,0,U,43679,999,41328,.19106645E-3,.3668E-4,0
AUTCUBE 2,2018-084K,2026-05-20T00:00:50.143968,15.09872277,.00101119,98.0729,344.6820,132.6960,227.5121,0,U,43681,999,41267,.14159364E-3,.2223E-4,0
BEIDOU-3 G1,2018-085A,2026-05-20T21:50:16.122912,1.00271311,.00078373,2.8001,98.1112,341.4856,286.5005,0,U,43683,999,2778,0,-.115E-5,0
COSMOS 2529 [GLONASS-M],2018-086A,2026-05-18T03:34:02.421696,2.13102075,.00112155,64.2929,193.6085,256.0071,103.9560,0,U,43687,999,5864,0,.68E-6,0
METOP-C,2018-087A,2026-05-20T21:33:44.714880,14.21503777,.00005738,98.6658,200.9985,149.2334,210.8877,0,U,43689,999,39095,.49023496E-4,.64E-6,0
GSAT-29,2018-089A,2026-05-20T21:20:26.481696,1.00272693,.00032168,0.0141,248.0017,158.4926,207.2066,0,U,43698,999,2751,0,.79E-6,0
ES'HAIL 2,2018-090A,2026-05-20T21:12:04.783680,1.00270562,.0001296,0.0124,327.6870,119.6777,134.9806,0,U,43700,999,2740,0,.138E-5,0
BEIDOU-3 M17,2018-093A,2026-05-18T08:32:49.536096,1.86228319,.00096858,54.1671,183.3085,290.9034,146.3367,0,U,43706,999,5098,0,.68E-6,0
BEIDOU-3 M18,2018-093B,2026-05-20T06:02:39.683616,1.86226636,.00076612,54.1675,183.2362,320.8640,39.1548,0,U,43707,999,5101,0,.42E-6,0
SHIYAN-6 01 (SY-6 01),2018-094B,2026-05-21T00:17:58.963200,15.29398516,.00112261,97.3605,155.4169,240.9610,119.0506,0,U,43711,999,41733,.11792653E-3,.3291E-4,0
MOHAMMED VI-B,2018-095A,2026-05-20T22:40:33.641184,14.77075108,.00012392,97.9559,213.6432,83.8630,276.2721,0,U,43717,999,40416,.5607874E-5,-.11E-6,0
HYSIS,2018-096A,2026-05-20T22:34:21.320256,14.78629581,.00010733,97.9845,207.8995,117.6203,242.5117,0,U,43719,999,40339,.10706253E-3,.732E-5,0
COSMOS 2530 (RODNIK-S 16),2018-097A,2026-05-20T22:15:02.964096,12.42880817,.00208051,82.5156,239.1961,96.3929,263.9521,0,U,43751,999,33890,.73363422E-3,.112E-5,0
COSMOS 2531 (RODNIK-S 17),2018-097B,2026-05-20T22:48:05.858784,12.42912060,.00179657,82.5201,240.2311,114.2131,246.0829,0,U,43752,999,33892,.69063967E-4,.2E-6,0
COSMOS 2532 (RODNIK-S 18),2018-097C,2026-05-20T23:28:42.928032,12.42908827,.00193402,82.5145,239.0120,116.1879,244.1192,0,U,43753,999,33889,.26314185E-3,.47E-6,0
MINXSS-2,2018-099A,2026-05-20T10:51:24.747264,15.44912684,.00066966,97.4542,215.9660,16.9082,343.2388,0,U,43758,999,40984,.522822E-3,.24549E-3,0
SIRION PATHFINDER-2,2018-099B,2026-05-20T13:30:21.471264,15.14264907,.00097029,97.4267,190.2795,44.9718,315.2298,0,U,43759,999,40844,.19530541E-3,.3511E-4,0
STPSAT-5,2018-099E,2026-05-20T14:16:10.002144,15.13423984,.00048345,97.4102,191.1330,80.6775,279.5003,0,U,43762,999,40869,.16208394E-3,.2832E-4,0
POLAR SCOUT KODIAK,2018-099G,2026-05-20T12:25:44.495904,15.69875405,.00032475,97.4167,222.4417,275.8091,84.2801,0,U,43764,999,41058,.80583118E-3,.97042E-3,0
HAWK-A,2018-099H,2026-05-20T01:23:04.474752,15.24256941,.00356029,97.3928,192.6653,27.3600,332.9502,0,U,43765,999,40881,.19848091E-3,.4857E-4,0
SPAWAR-CAL-O,2018-099J,2026-05-20T10:04:07.709952,15.34033108,.00085055,97.4339,204.1835,41.8520,318.3372,0,U,43766,999,40926,.42077889E-3,.138E-3,0
CORVUS BC4,2018-099K,2026-05-20T14:21:27.818496,15.12241662,.00100908,97.4085,184.3885,96.7989,263.4390,0,U,43767,999,40823,.18764536E-3,.3183E-4,0
AISTECHSAT 2,2018-099L,2026-05-20T21:10:28.363872,15.15133463,.00057261,97.4309,189.5173,50.4898,309.6839,0,U,43768,999,40814,.22232032E-3,.4103E-4,0
FOX-1CLIFF (AO-95),2018-099N,2026-05-20T09:54:31.374432,15.26039698,.00104444,97.4395,200.7731,89.4115,270.8320,0,U,43770,999,40898,.31608723E-3,.8077E-4,0
RANGE-A,2018-099R,2026-05-20T20:50:46.078368,15.13119528,.00120859,97.3983,184.2497,84.3897,275.8712,0,U,43773,999,40836,.19638708E-3,.342E-4,0
SPAWAR-CAL-R,2018-099U,2026-05-20T13:39:20.444832,15.05525797,.00219229,97.4407,181.9536,94.9527,265.4204,0,U,43776,999,40784,.79090343E-4,.1084E-4,0
SPAWAR-CAL-OR,2018-099W,2026-05-20T01:36:25.565184,15.22794664,.00128547,97.3812,188.7888,61.5645,298.6885,0,U,43778,999,40837,.29521219E-3,.6846E-4,0
SNUSAT-2,2018-099AA,2026-05-20T09:13:37.837344,15.21361536,.00111103,97.4072,194.2023,42.2948,317.9143,0,U,43782,999,40880,.24992126E-3,.554E-4,0
KAZSTSAT,2018-099AB,2026-05-20T19:27:14.579424,14.99795212,.00059984,97.4287,173.9853,141.3170,218.8485,0,U,43783,999,40720,.35576016E-4,.385E-5,0
SNUGLITE,2018-099AC,2026-05-20T21:07:56.812224,15.26508111,.00036748,97.3882,195.4401,54.8304,305.3279,0,U,43784,999,40915,.30762806E-3,.7962E-4,0
ITASAT,2018-099AE,2026-05-20T10:01:20.262432,15.18653930,.001439,97.4045,192.4886,91.1121,269.1762,0,U,43786,999,40869,.24131768E-3,.4945E-4,0
EAGLET-I,2018-099AJ,2026-05-20T20:49:42.949344,15.12702510,.00128534,97.4248,191.2621,82.6232,277.6460,0,U,43790,999,40820,.15946199E-3,.2733E-4,0
ESEO,2018-099AL,2026-05-20T08:58:29.825184,15.04154374,.00136864,97.4000,178.9519,72.0814,288.1904,0,U,43792,999,40762,.85401084E-4,.1129E-4,0
HAWK-B,2018-099AN,2026-05-20T08:59:19.353984,15.22465716,.00332607,97.3978,192.4506,43.8962,316.4908,0,U,43794,999,40880,.19246377E-3,.445E-4,0
THEA,2018-099AQ,2026-05-20T03:53:00.406464,15.33967544,.00076473,97.4449,209.6017,37.3966,322.7807,0,U,43796,999,40839,.39610086E-3,.12955E-3,0
SKYSAT-C12,2018-099AR,2026-05-20T19:44:54.038688,15.47935769,.00021574,96.9276,165.1787,220.0909,140.0183,0,U,43797,999,41762,.22472079E-3,.11635E-3,0
ASTROCAST 0.1,2018-099AS,2026-05-20T03:38:48.875712,15.47532351,.00034006,97.4381,217.8171,326.3048,33.7986,0,U,43798,999,41009,.4913587E-3,.25223E-3,0
HAWK-C,2018-099AT,2026-05-20T13:20:17.188800,15.27647158,.00413001,97.3905,193.9345,25.8342,334.4948,0,U,43799,999,40969,.22726679E-3,.622E-4,0
ICEYE-X2,2018-099AU,2026-05-20T23:24:13.042944,15.17344165,.00112496,97.4369,195.3013,46.0605,314.1555,0,U,43800,999,40869,.2105825E-3,.4141E-4,0
SKYSAT-C13,2018-099AW,2026-05-20T21:11:45.371328,15.95779638,.00031218,96.9224,189.4859,217.7766,142.3292,0,U,43802,999,41860,.4585117E-3,.183547E-2,.14952087E-4
JY1SAT (JO-97),2018-099AX,2026-05-20T14:50:47.890176,15.32680744,.00055942,97.4138,203.3752,26.5939,333.5589,0,U,43803,999,40940,.38082297E-3,.11951E-3,0
SUOMI-100,2018-099AY,2026-05-20T23:09:34.905312,15.27712687,.00102514,97.4198,201.4712,26.7964,333.3803,0,U,43804,999,40926,.3235127E-3,.87E-4,0
EUCROPIS,2018-099BB,2026-05-20T16:29:31.329024,15.20123193,.00063777,97.4235,196.8793,50.7008,309.4791,0,U,43807,999,40828,.26359282E-3,.5632E-4,0
POLAR SCOUT YUKON,2018-099BC,2026-05-20T22:19:05.230560,15.36767040,.00060918,97.4685,213.2744,77.1096,283.0829,0,U,43808,999,40932,.42063137E-3,.15048E-3,0
CENTAURI-1,2018-099BD,2026-05-20T21:12:42.787584,15.16048207,.00156783,97.4236,193.1931,67.0194,293.2691,0,U,43809,999,40836,.21601338E-3,.41E-4,0
NEXTSAT-1,2018-099BF,2026-05-20T20:44:37.923648,15.08457491,.00138857,97.4091,184.5384,73.7886,286.4870,0,U,43811,999,40776,.13963721E-3,.2118E-4,0
GLOBAL-2,2018-099BG,2026-05-20T08:22:42.798144,15.08488800,.00042379,97.3573,178.0214,240.3109,119.7698,0,U,43812,999,40771,.96034181E-4,.1437E-4,0
FALCONSAT-6,2018-099BK,2026-05-20T22:58:00.651072,15.27102161,.001649,97.3803,217.2576,44.1785,129.3450,0,U,43815,999,40957,.96074696E-4,.2489E-4,0
EXCITE,2018-099BP,2026-05-20T20:16:29.944128,15.06369940,.00200992,97.3992,180.6928,86.0426,274.3099,0,U,43819,999,40763,.11997461E-3,.1714E-4,0
SEAHAWK-1,2018-099BQ,2026-05-20T22:16:06.757536,15.22300835,.0009405,97.3972,193.8364,54.6141,305.5973,0,U,43820,999,40838,.25852319E-3,.5892E-4,0
GEO-KOMPSAT-2A,2018-100A,2026-05-20T21:41:16.984320,1.00270407,.00019523,0.0495,117.5964,310.4974,264.0505,0,U,43823,999,2735,0,-.35E-5,0
GSAT-11,2018-100B,2026-05-20T21:25:48.467712,1.00272097,.00074131,0.0450,260.0027,178.0833,195.9086,0,U,43824,999,2720,0,-.83E-6,0
SAUDISAT 5A,2018-102A,2026-05-20T23:39:23.139936,15.27732768,.00085669,97.3077,203.0946,222.0295,138.0288,0,U,43831,999,41152,.13959265E-3,.3712E-4,0
SAUDISAT 5B,2018-102C,2026-05-20T22:39:00.347328,15.28005294,.00092022,97.3183,206.0737,225.5426,134.5062,0,U,43833,999,41163,.1272633E-3,.3406E-4,0
GSAT-7A,2018-105A,2026-05-20T21:22:33.779136,1.00271101,.00026986,0.0582,261.6122,129.2441,231.0781,0,U,43864,999,2717,0,.21E-6,0
COSMOS 2533,2018-107A,2026-05-20T19:42:00.231264,1.00271689,.00008805,0.0542,109.5766,340.3963,153.9978,0,U,43867,999,2717,0,-.44E-6,0
HONGYUN 1,2018-108A,2026-05-21T00:00:25.181280,13.51209285,.00145668,99.7557,163.3031,120.8422,239.4148,0,U,43871,999,36541,-.19535451E-3,-.171E-5,0
NAVSTAR 77 (USA 289),2018-109A,2026-05-20T06:55:11.625600,2.00560163,.00379423,55.6661,93.2866,198.6197,301.0092,0,U,43873,999,5451,0,.11E-6,0
TJS-3,2018-110A,2026-05-20T16:35:38.872896,1.00269122,.0001031,2.4759,80.8042,54.2869,140.3674,0,U,43874,999,2714,0,-.222E-5,0
KANOPUS-V 5,2018-111A,2026-05-20T23:47:37.101696,15.22835924,.00019776,97.3601,47.0515,80.9793,279.1667,0,U,43876,999,41064,.6749738E-4,.151E-4,0
KANOPUS-V 6,2018-111B,2026-05-20T22:28:08.690880,15.40806296,.00027525,97.3718,57.7331,79.6953,280.4604,0,U,43877,999,41132,.29295378E-3,.11923E-3,0
ISAT,2018-111D,2026-05-20T18:10:20.494560,15.60393162,.00072067,97.5902,73.9750,66.9713,293.2303,0,U,43879,999,40688,.6278342E-3,.51662E-3,0
UWE-4,2018-111E,2026-05-20T18:10:49.147392,15.44264162,.00103037,97.5861,67.9241,70.9443,289.2919,0,U,43880,999,40654,.47541587E-3,.21844E-3,0
D-STAR ONE (SPARROW),2018-111F,2026-05-20T08:24:53.326080,15.66950588,.00073248,97.6124,78.7202,95.8850,264.3245,0,U,43881,999,40700,.79529892E-3,.84987E-3,0
GRUS-1A,2018-111Q,2026-05-20T22:22:11.191008,14.98996770,.00066556,97.4575,9.2387,246.2814,113.7712,0,U,43890,999,40362,.6151948E-4,.69E-5,0
YUNHAI-2 01A,2018-112A,2026-05-20T21:36:22.039776,14.29008983,.00003191,50.0074,160.0386,242.3723,117.7160,0,U,43909,999,38718,.18570453E-4,-.114E-5,0
YUNHAI-2 01B,2018-112B,2026-05-20T22:05:43.613088,14.29000801,.00049115,50.0105,223.5933,133.0033,227.1295,0,U,43910,999,38634,-.32107314E-4,-.244E-5,0
YUNHAI-2 01C,2018-112C,2026-05-20T22:44:14.292960,14.28983796,.00006356,50.0101,103.0585,12.8216,347.2715,0,U,43911,999,38789,-.30924936E-4,-.24E-5,0
YUNHAI-2 01D,2018-112D,2026-05-20T23:48:06.090624,14.29019530,.00153933,50.0116,42.8724,250.7932,109.1318,0,U,43912,999,38369,.59686201E-4,-.9E-7,0
YUNHAI-2 01E,2018-112E,2026-05-20T22:45:46.171584,14.28999246,.00050055,50.0072,282.3727,267.3002,92.7340,0,U,43913,999,38526,.54188639E-4,-.24E-6,0
HONGYAN 1 (CHONGQING),2018-112F,2026-05-20T19:07:20.284320,13.43819074,.00066517,50.0089,337.7574,173.2211,186.8759,0,U,43914,999,36285,.28953974E-4,-.112E-5,0
YUNHAI-2 01F,2018-112G,2026-05-20T21:33:53.491392,14.29015304,.00069644,50.0122,343.4867,231.0529,128.9766,0,U,43915,999,38440,-.42510758E-4,-.27E-5,0
ZHONGXING-2D,2019-001A,2026-05-20T23:24:24.193728,1.00270701,.00011673,0.0136,307.8639,27.8861,23.9827,0,U,43920,999,5380,0,-.343E-5,0
IRIDIUM 180,2019-002A,2026-05-20T08:50:02.951808,14.34217816,.00022529,86.3988,5.2276,89.4336,270.7118,0,U,43922,999,38500,.2497633E-4,.9E-6,0
IRIDIUM 176,2019-002B,2026-05-20T21:41:39.960672,14.72245950,.00022379,86.6105,4.9513,85.8915,274.2558,0,U,43923,999,39523,.80273837E-4,.531E-5,0
IRIDIUM 168,2019-002C,2026-05-20T22:04:38.936640,14.34217340,.00020408,86.3987,5.0733,86.4080,273.7349,0,U,43924,999,38506,-.16909432E-4,-.28E-6,0
IRIDIUM 173,2019-002D,2026-05-20T21:46:22.980288,14.34217408,.00022012,86.3983,4.9685,86.3602,273.7845,0,U,43925,999,38504,-.3747083E-5,.9E-7,0
IRIDIUM 169,2019-002E,2026-05-20T23:40:23.269152,14.38609401,.00027434,86.4246,36.5624,75.7419,284.4084,0,U,43926,999,38631,.61971493E-4,.21E-5,0
IRIDIUM 172,2019-002F,2026-05-20T21:37:14.558016,14.34216805,.0002255,86.3984,4.9793,89.0035,271.1420,0,U,43927,999,38505,.56056191E-4,.177E-5,0
IRIDIUM 175,2019-002G,2026-05-20T23:10:30.249696,14.43595605,.00021554,86.4488,301.9055,357.6386,2.4804,0,U,43928,999,39505,.5655823E-4,.212E-5,0
IRIDIUM 171,2019-002H,2026-05-20T21:09:50.915520,14.34217648,.00021258,86.3996,5.2904,82.0370,278.1067,0,U,43929,999,38504,.10904234E-4,.5E-6,0
IRIDIUM 170,2019-002J,2026-05-20T21:50:34.184832,14.72248528,.00023804,86.6108,4.9512,89.9475,270.2015,0,U,43930,999,39524,.58397508E-4,.393E-5,0
IRIDIUM 167,2019-002K,2026-05-20T21:00:42.922656,14.34217785,.00021617,86.3987,5.0120,77.3508,282.7930,0,U,43931,999,38504,.173478E-6,.2E-6,0
JILIN-1 09,2019-005B,2026-05-20T22:22:58.902816,15.20240717,.00028269,97.4723,236.1358,151.3335,208.8056,0,U,43943,999,40500,.15976916E-3,.3396E-4,0
JILIN-1 10,2019-005E,2026-05-20T21:44:40.932384,15.25387620,.00084921,97.4766,239.7204,26.2116,333.9550,0,U,43946,999,40515,.16247116E-3,.4031E-4,0
HELLAS-SAT 4 & SGS-1,2019-007A,2026-05-20T21:15:49.425408,1.00269433,.00039202,0.0697,121.0200,15.4234,100.0908,0,U,44034,999,2709,0,.146E-5,0
GSAT-31,2019-007B,2026-05-20T21:18:19.185984,1.00273651,.00022299,0.0463,105.4770,240.6794,259.8456,0,U,44035,999,2669,0,.119E-5,0
EGYPTSAT-A (MISRSAT-A),2019-008A,2026-05-20T22:59:55.640832,14.72271562,.00012355,98.0045,206.1186,81.6415,278.4932,0,U,44047,999,38923,.91275912E-4,.527E-5,0
NUSANTARA SATU,2019-009A,2026-05-20T18:21:02.290176,1.00271036,.00036474,0.0416,128.9565,338.8184,191.9208,0,U,44048,999,2649,0,-.24E-5,0
ONEWEB-0012,2019-010A,2026-05-20T12:20:33.952704,13.16596231,.00023901,87.9108,234.2791,94.6142,265.5262,0,U,44057,999,34792,.12373378E-3,.6E-6,0
ONEWEB-0010,2019-010B,2026-05-20T12:57:02.248704,13.16596224,.00016382,87.9105,234.2698,97.2859,262.8458,0,U,44058,999,34797,.25191936E-3,.109E-5,0
ONEWEB-0008,2019-010C,2026-05-20T22:40:43.178016,13.16594308,.00021237,87.9108,234.1856,108.3254,251.8108,0,U,44059,999,34814,.1134853E-3,.56E-6,0
ONEWEB-0007,2019-010D,2026-05-20T13:52:28.641792,13.15550047,.00018396,87.8988,264.7239,89.9390,270.1951,0,U,44060,999,34774,.35991416E-3,.148E-5,0
ONEWEB-0006,2019-010E,2026-05-20T17:37:13.638432,13.15550296,.00017252,87.9001,264.6542,96.8605,263.2721,0,U,44061,999,34781,.12097032E-3,.58E-6,0
ONEWEB-0011,2019-010F,2026-05-20T18:41:08.339136,13.15548794,.00017246,87.9000,264.6543,104.5258,255.6064,0,U,44062,999,34781,.1750471E-3,.79E-6,0
S5,2019-009D,2026-05-20T05:22:38.267328,0.99337395,.0002159,6.4925,71.1657,134.2562,49.7330,0,U,44065,999,2616,0,-.197E-5,0
ZHONGXING-6C,2019-012A,2026-05-20T23:24:31.682016,1.00270450,.00126351,0.0966,79.9604,323.7095,316.5163,0,U,44067,999,2646,0,-.342E-5,0
WGS 10 (USA 291),2019-014A,2026-05-20T23:04:33.595680,1.00271530,.00005024,0.0143,337.0361,345.5379,322.4820,0,U,44071,999,2634,0,.4E-6,0
PRISMA,2019-015A,2026-05-20T23:04:57.768672,14.83694668,.00013549,97.8644,216.1382,98.2939,261.8429,0,U,44072,999,38801,.83366989E-4,.636E-5,0
TIANLIAN 2-01,2019-017A,2026-05-20T21:26:40.884000,1.00271067,.00008261,0.4710,83.0127,298.1317,256.1022,0,U,44076,999,2637,0,-.113E-5,0
EMISAT,2019-018A,2026-05-20T23:25:03.870336,14.43672413,.00173807,98.4654,199.9220,302.0411,57.9091,0,U,44078,999,37613,.21947877E-4,.3E-6,0
O3B FM20,2019-020A,2026-05-19T10:15:58.390560,5.00115487,.00025168,0.0528,0.3985,48.2615,311.3623,0,U,44112,999,13013,0,-.2E-6,0
O3B FM19,2019-020B,2026-05-20T15:41:58.692192,5.00116044,.0004029,0.0672,342.7799,62.3618,314.8908,0,U,44113,999,13006,0,-.23E-6,0
O3B FM17,2019-020C,2026-05-20T17:37:22.292256,5.00115442,.00025944,0.0331,1.6385,55.7914,302.5948,0,U,44114,999,13015,0,-.23E-6,0
O3B FM18,2019-020D,2026-05-20T16:20:04.304832,5.00115289,.00027592,0.0531,0.3701,59.4442,300.2127,0,U,44115,999,13027,0,-.23E-6,0
ARABSAT-6A,2019-021A,2026-05-20T21:13:27.152256,1.00267077,.00020161,0.0542,9.9657,335.3967,242.0521,0,U,44186,999,2588,0,.147E-5,0
BEIDOU-3 IGSO-1,2019-023A,2026-05-12T18:25:31.496160,1.00250503,.00238565,58.6468,38.0171,234.3090,349.8662,0,U,44204,999,685,0,-.227E-5,0
TIANHUI 2-01A,2019-024A,2026-05-20T10:49:42.663072,15.16758444,.00018861,97.4803,144.7543,100.2210,259.9236,0,U,44207,999,9793,.58159533E-4,.1075E-4,0
TIANHUI 2-01B,2019-024C,2026-05-20T10:49:42.559392,15.16758580,.00014861,97.4803,144.7567,115.0740,245.0647,0,U,44209,999,39050,.59236369E-4,.1096E-4,0
BEIDOU-2 G8,2019-027A,2026-05-20T23:28:38.786880,1.00270135,.00106928,1.5904,74.4300,280.4401,20.4438,0,U,44231,999,2580,0,-.254E-5,0
RISAT-2B,2019-028A,2026-05-20T22:55:10.260768,15.01506796,.00050791,36.9957,155.5934,188.9070,171.1583,0,U,44233,999,38373,.97454893E-4,.1204E-4,0
COSMOS 2534 [GLONASS-M],2019-030A,2026-05-20T13:11:18.083040,2.13102278,.00127845,64.3665,193.5471,275.7336,260.6479,0,U,44299,999,5433,0,.35E-6,0
YAMAL 601,2019-031A,2026-05-20T12:45:21.243168,1.00271535,.00024446,0.0205,44.8856,8.1847,65.4588,0,U,44307,999,2565,0,.115E-5,0
BUFENG 1A,2019-032A,2026-05-20T21:11:43.963872,15.27677616,.00068229,44.9714,206.0124,89.6510,270.5155,0,U,44310,999,38301,.2462288E-3,.6497E-4,0
BUFENG 1B,2019-032B,2026-05-20T22:43:49.380384,15.27200591,.00246168,44.9700,158.7984,174.5001,185.6156,0,U,44311,999,38358,.17921883E-3,.4608E-4,0
JILIN-1 GAOFEN 3A,2019-032C,2026-05-20T21:35:55.298112,15.31959359,.00038525,44.9728,147.0394,155.6902,204.4164,0,U,44312,999,38365,.22933221E-3,.6912E-4,0
TIANQI-3,2019-032E,2026-05-20T23:01:31.129248,15.37687445,.00065597,44.9999,130.7613,174.8796,185.2159,0,U,44314,999,38388,.33833943E-3,.12477E-3,0
WT 1B,2019-032G,2026-05-20T15:44:58.532928,15.26606289,.00075426,44.9727,211.1485,92.0876,268.0870,0,U,44316,999,38287,.35356375E-3,.9155E-4,0
